id,type,is_shell,is_dormant,watchlisted,avg_txn_amt,open_date,last_active,kyc_risk
ACC_0063,SAVINGS,False,False,False,8643.406466948323,2018-04-13,,LOW
ACC_0064,CURRENT,False,False,False,96281.4533552612,2018-11-19,,LOW
ACC_0065,CURRENT,False,False,False,184884.7679940551,2018-05-21,,LOW
ACC_0066,CURRENT,False,False,False,33309.164692801365,2018-09-03,,HIGH
ACC_0067,CURRENT,False,False,False,121083.9611164467,2018-03-23,,MEDIUM
ACC_0068,SAVINGS,False,False,False,56047.971113983214,2020-12-06,,LOW
ACC_0069,SAVINGS,False,False,False,16745.021923331005,2019-10-06,,LOW
ACC_0070,SAVINGS,False,False,False,56031.80341344665,2019-09-07,,LOW
ACC_0071,SHELL,True,False,False,229956.14130861868,2018-01-20,,LOW
ACC_0072,DORMANT,False,True,False,34787.33814227624,2018-05-31,,LOW
ACC_0073,CURRENT,False,False,False,237416.76716154514,2019-12-16,,MEDIUM
ACC_0074,SHELL,True,False,False,1566.040714245334,2018-11-20,,LOW
ACC_0075,CURRENT,False,False,False,97370.93195974689,2022-07-11,,MEDIUM
ACC_0076,SAVINGS,False,False,False,40314.096743137685,2019-09-06,,HIGH
ACC_0077,SAVINGS,False,False,False,25366.664745377435,2019-06-26,,LOW
ACC_0078,SAVINGS,False,False,False,40542.77756500317,2019-07-12,,LOW
ACC_0079,SAVINGS,False,False,False,3343.9810338031684,2021-11-08,,MEDIUM
ACC_0080,SAVINGS,False,False,False,27900.328295247728,2023-01-29,,HIGH
ACC_0081,SAVINGS,False,False,False,55744.55886995498,2022-08-26,,LOW
ACC_0082,SAVINGS,False,False,False,213944.7009188315,2021-07-28,,HIGH
ACC_0083,SAVINGS,False,False,False,19498.166959795974,2021-12-16,,LOW
ACC_0084,SAVINGS,False,False,False,13763.943699998259,2022-12-14,,MEDIUM
ACC_0085,SAVINGS,False,False,True,19888.3924726316,2020-01-27,,LOW
ACC_0086,SAVINGS,False,False,False,108932.37341077825,2019-09-24,,LOW
ACC_0087,DORMANT,False,True,False,53879.28345827191,2018-03-23,,MEDIUM
ACC_0088,SAVINGS,False,False,False,19231.171467604807,2018-07-30,,LOW
ACC_0089,CURRENT,False,False,False,67233.0969723994,2023-06-18,,MEDIUM
ACC_0090,SAVINGS,False,False,False,40802.27257536541,2022-11-06,,LOW
ACC_0091,NRO,False,False,False,116119.36952827626,2020-04-24,,LOW
ACC_0092,CURRENT,False,False,False,15639.206653718882,2023-03-22,,LOW
ACC_0093,CURRENT,False,False,False,24509.238916525148,2019-05-24,,LOW
ACC_0094,NRO,False,False,False,22685.250084070285,2022-11-22,,LOW
ACC_0095,SAVINGS,False,False,False,6271.570384039203,2023-02-24,,LOW
ACC_0096,SAVINGS,False,False,False,51810.30426385656,2019-04-12,,LOW
ACC_0097,CURRENT,False,False,False,49675.459952683224,2019-07-25,,MEDIUM
ACC_0098,DORMANT,False,True,False,36539.0250541502,2021-08-06,,LOW
ACC_0099,CURRENT,False,False,False,27405.402376033493,2019-11-10,,HIGH
ACC_0100,SAVINGS,False,False,False,6644.569008593436,2019-01-01,,LOW
ACC_0101,DORMANT,False,True,True,21921.55356095305,2021-05-06,,LOW
ACC_0102,CURRENT,False,False,False,24070.506664168028,2021-05-26,,HIGH
ACC_0103,SAVINGS,False,False,False,13867.00112572579,2019-01-25,,LOW
ACC_0104,CURRENT,False,False,True,29925.22789693812,2023-03-11,,MEDIUM
ACC_0105,CURRENT,False,False,False,58974.53550892433,2022-02-18,,MEDIUM
ACC_0106,SAVINGS,False,False,False,349208.0241861557,2021-09-22,,HIGH
ACC_0107,CURRENT,False,False,False,44778.94702167206,2018-09-13,,MEDIUM
ACC_0108,SAVINGS,False,False,False,49466.970779764626,2020-04-16,,LOW
ACC_0109,CURRENT,False,False,False,33211.94572162884,2019-01-28,,LOW
ACC_0110,DORMANT,False,True,False,3631.766840057605,2023-01-23,,LOW
ACC_0111,CURRENT,False,False,False,35178.25269393285,2022-09-04,,LOW
ACC_0112,SAVINGS,False,False,False,39037.431697625434,2021-04-02,,MEDIUM
ACC_0113,SAVINGS,False,False,False,697941.4774135067,2021-10-15,,LOW
ACC_0114,SAVINGS,False,False,False,28829.857338851776,2022-06-19,,MEDIUM
ACC_0115,CURRENT,False,False,False,52148.81883524588,2021-09-21,,MEDIUM
ACC_0116,SAVINGS,False,False,False,34833.884214135345,2022-03-19,,LOW
ACC_0117,SAVINGS,False,False,False,8933.703869114102,2018-10-29,,LOW
ACC_0118,SAVINGS,False,False,False,143112.65229839375,2022-10-07,,MEDIUM
ACC_0119,SAVINGS,False,False,False,89529.15802766243,2021-03-24,,LOW
ACC_0120,CURRENT,False,False,False,93829.85204592896,2019-05-15,,LOW
ACC_0121,CURRENT,False,False,False,12194.435916203143,2022-10-29,,MEDIUM
ACC_0122,SAVINGS,False,False,False,195507.33426450187,2018-12-27,,MEDIUM
ACC_0123,CURRENT,False,False,False,6753.247131059421,2021-02-15,,LOW
ACC_0124,SHELL,True,False,False,73440.32954555086,2022-06-30,,LOW
ACC_0125,CURRENT,False,False,False,503101.2650427997,2019-10-12,,HIGH
ACC_0126,SHELL,True,False,False,11062.943842233353,2022-01-13,,MEDIUM
ACC_0127,SAVINGS,False,False,False,18406.197811778256,2020-07-02,,MEDIUM
ACC_0128,CURRENT,False,False,False,40928.48842647664,2019-06-15,,MEDIUM
ACC_0129,SHELL,True,False,False,19847.418257471323,2022-05-12,,LOW
ACC_0130,CURRENT,False,False,False,5648.830901949444,2018-06-08,,MEDIUM
ACC_0131,SAVINGS,False,False,False,39429.737511245665,2023-01-03,,LOW
ACC_0132,SAVINGS,False,False,False,10150.066574664552,2021-11-22,,LOW
ACC_0133,SAVINGS,False,False,False,64107.13305086026,2019-11-09,,LOW
ACC_0134,SAVINGS,False,False,False,12048.445409296455,2020-05-10,,LOW
ACC_0135,NRO,False,False,False,233262.86813034405,2018-02-10,,MEDIUM
ACC_0136,NRO,False,False,False,14187.208804164395,2018-01-13,,HIGH
ACC_0137,SAVINGS,False,False,False,24674.514308286052,2023-01-01,,HIGH
ACC_0138,SAVINGS,False,False,False,96396.06505592704,2021-01-23,,MEDIUM
ACC_0139,SHELL,True,False,False,8291.30637604432,2019-07-13,,LOW
ACC_0140,SAVINGS,False,False,False,47712.65384784304,2021-10-22,,MEDIUM
ACC_0141,CURRENT,False,False,False,174306.63636018304,2023-02-27,,LOW
ACC_0142,CURRENT,False,False,True,5276.509710960696,2020-03-17,,LOW
ACC_0143,CURRENT,False,False,False,45322.579465592535,2020-05-27,,LOW
ACC_0144,SAVINGS,False,False,False,49605.61704113242,2020-02-16,,LOW
ACC_0145,SAVINGS,False,False,False,92798.65694858578,2022-12-07,,LOW
ACC_0146,NRO,False,False,False,8230.969989611885,2019-06-01,,MEDIUM
ACC_0147,SAVINGS,False,False,False,7446.147505724803,2018-04-17,,HIGH
ACC_0148,SAVINGS,False,False,False,67936.57842568726,2022-05-19,,HIGH
ACC_0149,SAVINGS,False,False,True,51864.07370009255,2019-05-22,,LOW
ACC_0150,SAVINGS,False,False,False,49049.801613827825,2018-09-16,,LOW
ACC_0151,SAVINGS,False,False,False,55035.7278943597,2020-08-10,,MEDIUM
ACC_0152,NRO,False,False,False,16058.126655745358,2021-05-28,,HIGH
ACC_0153,CURRENT,False,False,False,47987.91256394664,2018-12-02,,HIGH
ACC_0154,SAVINGS,False,False,True,51621.16118874193,2019-10-01,,LOW
ACC_0155,SHELL,True,False,False,15410.098162847838,2023-04-13,,MEDIUM
ACC_0156,SAVINGS,False,False,False,340758.54060196644,2021-07-08,,LOW
ACC_0157,CURRENT,False,False,False,64125.636291233226,2021-11-02,,MEDIUM
ACC_0158,SAVINGS,False,False,False,8694.412034142937,2022-05-22,,LOW
ACC_0159,CURRENT,False,False,False,79846.740327423,2018-05-22,,LOW
ACC_0160,SAVINGS,False,False,False,11275.437832043423,2022-08-12,,LOW
ACC_0161,SAVINGS,False,False,False,93386.44866876335,2022-12-31,,MEDIUM
ACC_0162,CURRENT,False,False,False,145847.18796808226,2022-02-11,,LOW
ACC_0163,CURRENT,False,False,False,13564.091078936299,2023-02-27,,LOW
ACC_0164,SAVINGS,False,False,False,115387.50539953276,2022-02-06,,LOW
ACC_0165,SAVINGS,False,False,False,59595.605214552575,2023-03-30,,LOW
ACC_0166,SHELL,True,False,False,97389.35499188064,2020-08-09,,LOW
ACC_0167,CURRENT,False,False,False,353681.3265446211,2020-10-09,,MEDIUM
ACC_0168,SAVINGS,False,False,False,27052.48807933885,2022-06-22,,LOW
ACC_0169,SAVINGS,False,False,False,14698.733355635684,2022-12-08,,LOW
ACC_0170,SAVINGS,False,False,False,12488.73958940911,2018-06-25,,LOW
ACC_0171,SAVINGS,False,False,False,13643.62499303173,2019-05-08,,MEDIUM
ACC_0172,CURRENT,False,False,False,33106.269314530844,2022-06-12,,LOW
ACC_0173,SAVINGS,False,False,False,54687.05849209486,2019-05-14,,LOW
ACC_0174,CURRENT,False,False,False,50616.30108355612,2020-12-23,,LOW
ACC_0175,DORMANT,False,True,False,97989.92035506996,2019-12-22,,MEDIUM
ACC_0176,SAVINGS,False,False,False,36886.550196075405,2018-09-05,,MEDIUM
ACC_0177,SAVINGS,False,False,False,207781.2022111316,2023-05-02,,MEDIUM
ACC_0178,SAVINGS,False,False,False,26434.144351094128,2020-09-18,,LOW
ACC_0179,CURRENT,False,False,False,949986.4496109175,2021-05-07,,LOW
ACC_0180,SAVINGS,False,False,False,76941.51119428244,2019-04-11,,LOW
ACC_0181,SAVINGS,False,False,False,12983.19272030608,2018-09-17,,LOW
ACC_0182,DORMANT,False,True,False,10045.991742358909,2021-11-29,,HIGH
ACC_0183,CURRENT,False,False,False,64793.91011983466,2018-07-30,,MEDIUM
ACC_0184,CURRENT,False,False,False,27773.695802755174,2020-06-21,,LOW
ACC_0185,DORMANT,False,True,False,85545.23616028087,2022-10-31,,LOW
ACC_0186,NRO,False,False,False,64079.84414135402,2018-06-01,,LOW
ACC_0187,CURRENT,False,False,False,33276.45286974137,2022-07-20,,LOW
ACC_0188,SAVINGS,False,False,False,13145.667798130751,2018-08-31,,LOW
ACC_0189,SAVINGS,False,False,False,5896.907443634336,2021-06-20,,LOW
ACC_0190,CURRENT,False,False,False,21251.485069189053,2020-06-25,,LOW
ACC_0191,CURRENT,False,False,False,101486.24521807957,2021-03-10,,MEDIUM
ACC_0192,CURRENT,False,False,False,46953.47481919746,2023-04-25,,MEDIUM
ACC_0193,CURRENT,False,False,False,8144.624886667703,2018-06-16,,LOW
ACC_0194,SAVINGS,False,False,False,44703.948544148894,2018-01-06,,LOW
ACC_0195,CURRENT,False,False,False,57663.568369656525,2018-03-08,,LOW
ACC_0196,CURRENT,False,False,False,12573.806457648518,2020-07-18,,LOW
ACC_0197,SAVINGS,False,False,False,43672.33556265814,2022-06-09,,MEDIUM
ACC_0198,CURRENT,False,False,False,38942.84985843844,2020-05-20,,LOW
ACC_0199,SAVINGS,False,False,False,9213.597330346467,2019-06-29,,MEDIUM
ACC_0200,SAVINGS,False,False,False,55789.716117679265,2019-09-22,,LOW
ACC_0201,NRO,False,False,False,71178.16874563733,2020-06-18,,LOW
ACC_0202,CURRENT,False,False,False,133207.25356645175,2023-04-15,,LOW
ACC_0203,CURRENT,False,False,False,128612.90844280092,2021-05-09,,LOW
ACC_0204,SAVINGS,False,False,False,6952.084060659751,2019-05-28,,LOW
ACC_0205,SAVINGS,False,False,False,11785.319810721447,2022-10-29,,LOW
ACC_0206,DORMANT,False,True,False,67375.87671878809,2021-10-08,,MEDIUM
ACC_0207,CURRENT,False,False,False,67274.94385900526,2018-12-25,,LOW
ACC_0208,CURRENT,False,False,False,67376.88082335955,2019-01-07,,HIGH
ACC_0209,SAVINGS,False,False,False,3697907.9130197642,2023-06-08,,LOW
ACC_0210,SAVINGS,False,False,False,72046.61455120711,2021-10-04,,LOW
ACC_0211,SAVINGS,False,False,False,141871.7512414179,2020-10-11,,LOW
ACC_0212,DORMANT,False,True,False,114096.75736306269,2021-01-31,,LOW
ACC_0213,SAVINGS,False,False,False,79353.63237798067,2018-08-26,,HIGH
ACC_0214,SAVINGS,False,False,False,24876.45135940812,2018-01-03,,MEDIUM
ACC_0215,CURRENT,False,False,False,90288.29112356158,2019-01-20,,LOW
ACC_0216,CURRENT,False,False,False,14365.85863810862,2020-06-24,,MEDIUM
ACC_0217,SAVINGS,False,False,False,27332.1152322643,2023-03-15,,LOW
ACC_0218,SHELL,True,False,False,20283.514522269135,2018-03-01,,HIGH
ACC_0219,CURRENT,False,False,False,40064.621509792756,2018-11-21,,LOW
ACC_0220,SAVINGS,False,False,False,583961.467898765,2019-04-06,,HIGH
ACC_0221,SHELL,True,False,False,3863.3183483586117,2018-08-29,,MEDIUM
ACC_0222,SAVINGS,False,False,False,82744.45057472399,2019-08-21,,LOW
ACC_0223,SAVINGS,False,False,False,5243.481444848674,2020-08-25,,LOW
ACC_0224,CURRENT,False,False,False,20613.093528679772,2023-03-03,,LOW
ACC_0225,CURRENT,False,False,False,134153.6033854174,2018-05-23,,LOW
ACC_0226,NRO,False,False,False,39227.606404005746,2023-03-29,,MEDIUM
ACC_0227,SAVINGS,False,False,True,9963.724898781695,2022-01-26,,LOW
ACC_0228,CURRENT,False,False,False,15392.498339190483,2020-09-29,,MEDIUM
ACC_0229,SAVINGS,False,False,False,82085.55194082038,2019-11-12,,LOW
ACC_0230,CURRENT,False,False,False,15116.770595078704,2019-10-22,,MEDIUM
ACC_0231,DORMANT,False,True,False,47086.90931447048,2020-02-24,,LOW
ACC_0232,NRO,False,False,False,38356.76557848003,2022-03-06,,LOW
ACC_0233,SHELL,True,False,False,16615.305753444314,2021-09-21,,MEDIUM
ACC_0234,CURRENT,False,False,False,475790.49853035563,2023-05-30,,LOW
ACC_0235,CURRENT,False,False,False,77707.17129700644,2022-11-17,,LOW
ACC_0236,SHELL,True,False,False,3196.5548389981773,2023-02-08,,LOW
ACC_0237,CURRENT,False,False,False,45421.69701663795,2021-09-02,,HIGH
ACC_0238,SAVINGS,False,False,False,16413.44741702666,2019-06-27,,LOW
ACC_0239,CURRENT,False,False,False,101004.46489782614,2022-10-11,,LOW
ACC_0240,CURRENT,False,False,False,14030.3078325801,2023-05-09,,LOW
ACC_0241,CURRENT,False,False,False,31644.393467057078,2022-11-22,,LOW
ACC_0242,CURRENT,False,False,False,66568.36440729555,2021-11-02,,HIGH
ACC_0243,DORMANT,False,True,False,102632.12101089352,2020-06-07,,HIGH
ACC_0244,NRO,False,False,False,8601.090801077937,2018-07-25,,LOW
ACC_0245,CURRENT,False,False,False,24308.917005861684,2018-04-05,,LOW
ACC_0246,SAVINGS,False,False,False,20538.688421650284,2020-06-01,,LOW
ACC_0247,CURRENT,False,False,False,16580.870343888015,2022-06-12,,LOW
ACC_0248,SAVINGS,False,False,False,302109.5830547786,2020-02-23,,MEDIUM
ACC_0249,SAVINGS,False,False,False,59040.44834430626,2018-10-21,,LOW
ACC_0250,CURRENT,False,False,False,7997.939738425699,2021-09-27,,LOW
ACC_0251,NRO,False,False,False,109254.39450661812,2021-10-19,,LOW
ACC_0252,SAVINGS,False,False,False,463511.94567390025,2021-04-18,,LOW
ACC_0253,DORMANT,False,True,False,125361.68430207635,2020-07-24,,MEDIUM
ACC_0254,SAVINGS,False,False,False,5864.989910845696,2020-09-16,,LOW
ACC_0255,SAVINGS,False,False,False,20311.024827552195,2019-08-29,,HIGH
ACC_0256,SAVINGS,False,False,False,166091.3768803307,2021-09-10,,LOW
ACC_0257,SAVINGS,False,False,False,15534.158327651294,2022-05-13,,MEDIUM
ACC_0258,SAVINGS,False,False,False,61857.17105449034,2020-10-14,,MEDIUM
ACC_0259,SHELL,True,False,False,92001.56475703724,2019-04-17,,MEDIUM
ACC_0260,SAVINGS,False,False,False,11940.40653000746,2021-06-25,,LOW
ACC_0261,NRO,False,False,False,33811.95011641624,2021-10-26,,MEDIUM
ACC_0262,CURRENT,False,False,False,742.8388958376956,2021-08-16,,LOW
ACC_0263,NRO,False,False,True,10622.554795350345,2020-01-18,,MEDIUM
ACC_0264,SAVINGS,False,False,False,26820.403952271914,2022-03-11,,LOW
ACC_0265,SAVINGS,False,False,False,8124.668299130454,2022-11-30,,HIGH
ACC_0266,CURRENT,False,False,False,257530.53246026346,2022-08-28,,LOW
ACC_0267,SHELL,True,False,False,6527.83321044669,2023-06-05,,MEDIUM
ACC_0268,CURRENT,False,False,False,21417.135736943856,2018-08-24,,LOW
ACC_0269,SAVINGS,False,False,False,42484.249776995326,2019-04-08,,MEDIUM
ACC_0270,CURRENT,False,False,False,204746.50805211102,2023-06-04,,MEDIUM
ACC_0271,CURRENT,False,False,False,6483.173574338518,2020-03-19,,LOW
ACC_0272,CURRENT,False,False,False,146648.88959685297,2021-10-09,,MEDIUM
ACC_0273,SAVINGS,False,False,False,36764.1944359539,2021-07-31,,HIGH
ACC_0274,SAVINGS,False,False,False,11183.442539236657,2018-02-21,,MEDIUM
ACC_0275,DORMANT,False,True,False,63229.368845290424,2021-06-03,,LOW
ACC_0276,SAVINGS,False,False,False,46113.98912501073,2023-02-06,,MEDIUM
ACC_0277,CURRENT,False,False,False,17672.053056892997,2018-04-03,,HIGH
ACC_0278,SAVINGS,False,False,False,39488.41046895372,2018-07-19,,LOW
ACC_0279,CURRENT,False,False,False,22870.96963420556,2020-01-30,,MEDIUM
ACC_0280,CURRENT,False,False,False,41615.20208797865,2020-05-08,,LOW
ACC_0281,CURRENT,False,False,False,80382.90510000238,2021-09-03,,LOW
ACC_0282,SAVINGS,False,False,False,243584.74248380953,2023-05-03,,LOW
ACC_0283,CURRENT,False,False,False,8222.432767725591,2020-06-29,,HIGH
ACC_0284,SHELL,True,False,False,469601.6445850463,2021-11-05,,LOW
ACC_0285,SHELL,True,False,False,3489.4333585694153,2018-05-05,,LOW
ACC_0286,SAVINGS,False,False,False,30268.34984389071,2022-10-03,,MEDIUM
ACC_0287,SAVINGS,False,False,False,73569.11972956195,2021-08-02,,LOW
ACC_0288,SAVINGS,False,False,False,50878.221432564285,2019-05-14,,HIGH
ACC_0289,NRO,False,False,False,17201.649789833602,2022-08-27,,MEDIUM
ACC_0290,SAVINGS,False,False,False,28289.706783467893,2022-11-17,,LOW
ACC_0291,NRO,False,False,False,20098.46812405808,2021-05-05,,LOW
ACC_0292,SHELL,True,False,False,17903.69314803681,2018-09-24,,LOW
ACC_0293,NRO,False,False,False,100661.88599297854,2022-11-10,,LOW
ACC_0294,SAVINGS,False,False,False,55738.064859079066,2019-05-03,,LOW
ACC_0295,SAVINGS,False,False,False,15811.74797881981,2018-09-17,,MEDIUM
ACC_0296,CURRENT,False,False,False,106886.18444269852,2020-09-02,,LOW
ACC_0297,SAVINGS,False,False,False,52510.02722224259,2020-07-14,,LOW
ACC_0298,DORMANT,False,True,False,96320.31612893331,2022-05-24,,HIGH
ACC_0299,CURRENT,False,False,False,77308.14597333357,2021-08-10,,HIGH
ACC_0300,SAVINGS,False,False,False,13429.458746669801,2020-04-02,,LOW
ACC_0301,SAVINGS,False,False,False,18541.7968474831,2020-06-27,,LOW
ACC_0302,SAVINGS,False,False,False,89032.10608121508,2018-05-15,,LOW
ACC_0303,CURRENT,False,False,False,75542.01862601619,2021-12-29,,LOW
ACC_0304,DORMANT,False,True,False,35415.96858003824,2020-07-18,,LOW
ACC_0305,SAVINGS,False,False,False,41805.904309888334,2018-08-23,,MEDIUM
ACC_0306,CURRENT,False,False,False,168248.59132253166,2022-01-16,,MEDIUM
ACC_0307,SAVINGS,False,False,False,17856.34762784812,2020-04-27,,LOW
ACC_0308,SAVINGS,False,False,False,70018.64602902616,2018-07-14,,LOW
ACC_0309,SAVINGS,False,False,False,28491.72055129541,2023-05-07,,LOW
ACC_0310,SHELL,True,False,False,27967.056869834898,2022-08-31,,LOW
ACC_0311,SAVINGS,False,False,False,135744.83950597126,2020-02-03,,MEDIUM
ACC_0312,CURRENT,False,False,False,97782.37438663836,2021-02-24,,LOW
ACC_0313,CURRENT,False,False,False,96395.18808294553,2022-11-25,,MEDIUM
ACC_0314,NRO,False,False,False,173958.93917316938,2022-01-16,,LOW
ACC_0315,SAVINGS,False,False,False,37242.45339869605,2018-08-01,,LOW
ACC_0316,SAVINGS,False,False,False,82317.8757635968,2019-04-05,,MEDIUM
ACC_0317,SAVINGS,False,False,False,25026.233460205487,2018-08-24,,MEDIUM
ACC_0318,CURRENT,False,False,False,53583.669278008325,2022-09-27,,LOW
ACC_0319,NRO,False,False,False,31064.728873970656,2021-10-14,,MEDIUM
ACC_0320,SAVINGS,False,False,False,40798.27817837231,2022-08-26,,MEDIUM
ACC_0321,SAVINGS,False,False,False,74175.4439657979,2022-04-11,,LOW
ACC_0322,SAVINGS,False,False,True,13604.218128186056,2022-11-17,,LOW
ACC_0323,CURRENT,False,False,False,447246.3010125186,2022-02-26,,MEDIUM
ACC_0324,SAVINGS,False,False,False,10859.321800194448,2019-03-17,,LOW
ACC_0325,SAVINGS,False,False,False,8458.893606333715,2019-10-01,,MEDIUM
ACC_0326,NRO,False,False,False,145762.38111199831,2018-06-23,,MEDIUM
ACC_0327,SAVINGS,False,False,False,93900.89839810366,2018-04-12,,MEDIUM
ACC_0328,SAVINGS,False,False,False,76798.76055990144,2020-09-21,,MEDIUM
ACC_0329,SAVINGS,False,False,False,77189.18311592455,2020-11-15,,LOW
ACC_0330,SAVINGS,False,False,False,35785.70792057999,2021-10-21,,LOW
ACC_0331,CURRENT,False,False,False,12373.282058160332,2019-03-28,,LOW
ACC_0332,CURRENT,False,False,True,39773.87106733996,2019-09-10,,HIGH
ACC_0333,NRO,False,False,False,16113.391028775144,2019-08-16,,LOW
ACC_0334,SAVINGS,False,False,False,117025.09525055156,2018-12-26,,LOW
ACC_0335,CURRENT,False,False,False,30440.55797706584,2021-02-18,,MEDIUM
ACC_0336,NRO,False,False,False,13485.945712950688,2022-10-31,,MEDIUM
ACC_0337,SAVINGS,False,False,False,24694.52875084079,2018-06-09,,MEDIUM
ACC_0338,CURRENT,False,False,False,59606.371108312014,2021-12-24,,MEDIUM
ACC_0339,SAVINGS,False,False,False,18463.12053127908,2023-06-02,,LOW
ACC_0340,NRO,False,False,False,13539.079025006631,2022-08-31,,MEDIUM
ACC_0341,SAVINGS,False,False,False,48650.854601975436,2018-08-05,,LOW
ACC_0342,CURRENT,False,False,False,48725.602291240495,2020-03-21,,MEDIUM
ACC_0343,CURRENT,False,False,False,19765.004226229026,2022-05-15,,LOW
ACC_0344,CURRENT,False,False,False,20635.208230307544,2020-11-10,,LOW
