txn_id,sender_id,receiver_id,amount_inr,timestamp,label,fraud_type
TXN_005934,ACC_0040,ACC_0077,44479.58,2025-01-02 08:25:14.000000,0,CLEAN
TXN_003497,ACC_0310,ACC_0107,22461.39,2025-01-02 09:15:12.000000,0,CLEAN
TXN_003985,ACC_0136,ACC_0385,3320.48,2025-01-02 09:40:43.000000,0,CLEAN
TXN_003988,ACC_0267,ACC_0406,136178.27,2025-01-02 09:50:35.000000,0,CLEAN
TXN_004255,ACC_0425,ACC_0381,56526.07,2025-01-02 09:58:30.000000,0,CLEAN
TXN_001239,ACC_0275,ACC_0273,472560.03,2025-01-02 10:09:46.000000,0,CLEAN
TXN_002239,ACC_0217,ACC_0310,130739.75,2025-01-02 10:37:34.000000,0,CLEAN
TXN_003752,ACC_0141,ACC_0103,49726.9,2025-01-02 10:41:17.000000,0,CLEAN
TXN_003191,ACC_0026,ACC_0171,127925.43,2025-01-02 12:41:48.000000,0,CLEAN
TXN_004657,ACC_0420,ACC_0287,2891425.91,2025-01-02 13:01:00.000000,0,CLEAN
TXN_000596,ACC_0283,ACC_0233,40861.88,2025-01-02 13:08:20.000000,0,CLEAN
TXN_000488,ACC_0227,ACC_0004,26070.34,2025-01-02 13:34:27.000000,0,CLEAN
TXN_003583,ACC_0149,ACC_0189,2064.28,2025-01-02 13:39:50.000000,0,CLEAN
TXN_002208,ACC_0045,ACC_0299,21437.11,2025-01-02 13:50:18.000000,0,CLEAN
TXN_001637,ACC_0240,ACC_0274,370841.57,2025-01-02 14:45:37.000000,0,CLEAN
TXN_001878,ACC_0335,ACC_0484,19531.86,2025-01-02 14:50:24.000000,0,CLEAN
TXN_005052,ACC_0056,ACC_0497,28030.72,2025-01-02 14:50:36.000000,0,CLEAN
TXN_000901,ACC_0307,ACC_0411,81225.06,2025-01-02 15:26:37.000000,0,CLEAN
TXN_004598,ACC_0483,ACC_0158,11495.42,2025-01-02 15:30:49.000000,0,CLEAN
TXN_004287,ACC_0205,ACC_0181,13684.38,2025-01-02 17:18:28.000000,0,CLEAN
TXN_004069,ACC_0054,ACC_0203,37094.5,2025-01-02 18:49:17.000000,0,CLEAN
TXN_005671,ACC_0214,ACC_0204,44300.26,2025-01-02 19:08:52.000000,0,CLEAN
TXN_004466,ACC_0006,ACC_0406,8873.33,2025-01-02 19:47:21.000000,0,CLEAN
TXN_003471,ACC_0002,ACC_0462,6950.68,2025-01-02 20:38:22.000000,0,CLEAN
TXN_000397,ACC_0183,ACC_0488,45255.09,2025-01-02 20:39:43.000000,0,CLEAN
TXN_000608,ACC_0355,ACC_0450,14247.64,2025-01-02 20:42:54.000000,0,CLEAN
TXN_001506,ACC_0264,ACC_0275,36381.23,2025-01-02 21:18:48.000000,0,CLEAN
TXN_005686,ACC_0424,ACC_0242,67860.02,2025-01-02 21:46:12.000000,0,CLEAN
TXN_004206,ACC_0115,ACC_0141,299659.5,2025-01-02 21:57:59.000000,0,CLEAN
TXN_004821,ACC_0092,ACC_0153,6017.41,2025-01-02 23:15:25.000000,0,CLEAN
TXN_002737,ACC_0154,ACC_0342,5528.19,2025-01-02 23:52:22.000000,0,CLEAN
TXN_004911,ACC_0024,ACC_0423,16558.19,2025-01-03 00:26:56.000000,0,CLEAN
TXN_010520,ACC_0259,ACC_0366,1611959.57,2025-01-03 00:36:21.000000,1,SHELL_LAYERING
TXN_000335,ACC_0220,ACC_0054,51602.33,2025-01-03 01:09:22.000000,0,CLEAN
TXN_002320,ACC_0160,ACC_0281,23900.98,2025-01-03 01:17:49.000000,0,CLEAN
TXN_005747,ACC_0477,ACC_0382,95173.03,2025-01-03 01:44:13.000000,0,CLEAN
TXN_004247,ACC_0413,ACC_0448,7121.05,2025-01-03 01:50:26.000000,0,CLEAN
TXN_001467,ACC_0253,ACC_0224,28943.19,2025-01-03 01:54:50.000000,0,CLEAN
TXN_003789,ACC_0203,ACC_0019,90076.03,2025-01-03 02:02:23.000000,0,CLEAN
TXN_006490,ACC_0389,ACC_0167,87738.41,2025-01-03 02:11:14.000000,0,CLEAN
TXN_004564,ACC_0257,ACC_0082,110799.51,2025-01-03 02:38:47.000000,0,CLEAN
TXN_003738,ACC_0188,ACC_0266,321230.18,2025-01-03 03:28:59.000000,0,CLEAN
TXN_001277,ACC_0191,ACC_0491,34353.01,2025-01-03 03:57:49.000000,0,CLEAN
TXN_001821,ACC_0308,ACC_0476,116821.77,2025-01-03 05:17:17.000000,0,CLEAN
TXN_004790,ACC_0013,ACC_0224,384847.07,2025-01-03 05:46:17.000000,0,CLEAN
TXN_006421,ACC_0203,ACC_0165,14097.18,2025-01-03 06:35:03.000000,0,CLEAN
TXN_001542,ACC_0352,ACC_0004,16545.47,2025-01-03 07:05:06.000000,0,CLEAN
TXN_000202,ACC_0282,ACC_0210,12625.63,2025-01-03 07:13:46.000000,0,CLEAN
TXN_003834,ACC_0334,ACC_0161,73832.73,2025-01-03 07:50:14.000000,0,CLEAN
TXN_006123,ACC_0075,ACC_0300,34243.66,2025-01-03 08:14:05.000000,0,CLEAN
TXN_002641,ACC_0197,ACC_0190,1493.92,2025-01-03 08:48:47.000000,0,CLEAN
TXN_003567,ACC_0055,ACC_0052,56719.11,2025-01-03 09:16:08.000000,0,CLEAN
TXN_003942,ACC_0430,ACC_0082,83102.41,2025-01-03 09:29:47.000000,0,CLEAN
TXN_000275,ACC_0442,ACC_0197,3444.94,2025-01-03 09:30:41.000000,0,CLEAN
TXN_000834,ACC_0469,ACC_0447,45387.92,2025-01-03 09:37:10.000000,0,CLEAN
TXN_002517,ACC_0285,ACC_0386,518.93,2025-01-03 09:53:43.000000,0,CLEAN
TXN_006000,ACC_0476,ACC_0285,228870.3,2025-01-03 10:34:03.000000,0,CLEAN
TXN_002778,ACC_0188,ACC_0091,40920.92,2025-01-03 11:35:10.000000,0,CLEAN
TXN_001751,ACC_0367,ACC_0036,350365.58,2025-01-03 12:59:08.000000,0,CLEAN
TXN_020245,ACC_0452,ACC_0259,197073.87,2025-01-03 13:50:17.000000,1,THRESHOLD_SPLIT
TXN_020246,ACC_0452,ACC_0259,196682.61,2025-01-03 14:12:17.000000,1,THRESHOLD_SPLIT
TXN_020247,ACC_0452,ACC_0259,196421.48,2025-01-03 15:00:17.000000,1,THRESHOLD_SPLIT
TXN_005597,ACC_0127,ACC_0482,41407.22,2025-01-03 15:34:16.000000,0,CLEAN
TXN_004253,ACC_0063,ACC_0208,19725.59,2025-01-03 16:46:47.000000,0,CLEAN
TXN_000029,ACC_0367,ACC_0095,9353.68,2025-01-03 17:38:13.000000,0,CLEAN
TXN_004708,ACC_0375,ACC_0162,7794.69,2025-01-03 18:06:54.000000,0,CLEAN
TXN_006135,ACC_0459,ACC_0194,20122.27,2025-01-03 18:19:43.000000,0,CLEAN
TXN_002410,ACC_0332,ACC_0066,16268.68,2025-01-03 18:56:48.000000,0,CLEAN
TXN_004724,ACC_0295,ACC_0490,2968261.11,2025-01-03 18:58:25.000000,0,CLEAN
TXN_002503,ACC_0236,ACC_0142,616326.1,2025-01-03 19:35:34.000000,0,CLEAN
TXN_010523,ACC_0395,ACC_0267,1613773.86,2025-01-03 19:51:36.316685,1,SHELL_LAYERING
TXN_004630,ACC_0049,ACC_0413,69843.25,2025-01-03 21:38:01.000000,0,CLEAN
TXN_001945,ACC_0391,ACC_0497,53918.6,2025-01-03 21:58:17.000000,0,CLEAN
TXN_010521,ACC_0366,ACC_0155,1623354.65,2025-01-03 22:42:53.492126,1,SHELL_LAYERING
TXN_005349,ACC_0067,ACC_0465,15551.47,2025-01-03 22:45:35.000000,0,CLEAN
TXN_002128,ACC_0140,ACC_0058,18684.21,2025-01-03 23:06:05.000000,0,CLEAN
TXN_010522,ACC_0155,ACC_0395,1617934.93,2025-01-03 23:33:55.601758,1,SHELL_LAYERING
TXN_001479,ACC_0102,ACC_0266,66874.86,2025-01-03 23:36:47.000000,0,CLEAN
TXN_005445,ACC_0448,ACC_0232,126804.88,2025-01-04 00:17:32.000000,0,CLEAN
TXN_004429,ACC_0131,ACC_0498,29293.23,2025-01-04 00:52:50.000000,0,CLEAN
TXN_002521,ACC_0331,ACC_0046,18128.82,2025-01-04 02:14:23.000000,0,CLEAN
TXN_005382,ACC_0132,ACC_0131,99552.47,2025-01-04 03:06:58.000000,0,CLEAN
TXN_004898,ACC_0172,ACC_0331,2123.58,2025-01-04 03:50:03.000000,0,CLEAN
TXN_001790,ACC_0145,ACC_0306,493041.93,2025-01-04 03:58:29.000000,0,CLEAN
TXN_002396,ACC_0230,ACC_0495,1593.73,2025-01-04 04:30:53.000000,0,CLEAN
TXN_004744,ACC_0045,ACC_0333,156073.99,2025-01-04 04:33:10.000000,0,CLEAN
TXN_001401,ACC_0067,ACC_0055,22010.41,2025-01-04 05:11:14.000000,0,CLEAN
TXN_005012,ACC_0023,ACC_0420,94505.07,2025-01-04 09:02:49.000000,0,CLEAN
TXN_005948,ACC_0182,ACC_0214,1237.45,2025-01-04 09:38:39.000000,0,CLEAN
TXN_002683,ACC_0375,ACC_0294,22110.68,2025-01-04 09:45:57.000000,0,CLEAN
TXN_003852,ACC_0034,ACC_0172,24994.03,2025-01-04 10:14:57.000000,0,CLEAN
TXN_004891,ACC_0010,ACC_0146,46283.82,2025-01-04 11:07:23.000000,0,CLEAN
TXN_003162,ACC_0222,ACC_0274,63578.0,2025-01-04 11:29:27.000000,0,CLEAN
TXN_000979,ACC_0271,ACC_0097,18841.41,2025-01-04 11:29:42.000000,0,CLEAN
TXN_003798,ACC_0087,ACC_0430,8291.76,2025-01-04 12:11:39.000000,0,CLEAN
TXN_005271,ACC_0350,ACC_0378,28385.59,2025-01-04 12:19:41.000000,0,CLEAN
TXN_003230,ACC_0285,ACC_0024,131534.08,2025-01-04 12:29:40.000000,0,CLEAN
TXN_001894,ACC_0381,ACC_0080,32043.29,2025-01-04 13:37:14.000000,0,CLEAN
TXN_003432,ACC_0467,ACC_0453,137483.05,2025-01-04 14:47:19.000000,0,CLEAN
TXN_001322,ACC_0038,ACC_0457,25918.6,2025-01-04 14:49:24.000000,0,CLEAN
TXN_003202,ACC_0031,ACC_0271,9186.76,2025-01-04 16:38:16.000000,0,CLEAN
TXN_001882,ACC_0442,ACC_0055,60820.48,2025-01-04 16:54:41.000000,0,CLEAN
TXN_001661,ACC_0096,ACC_0165,52562.44,2025-01-04 18:23:20.000000,0,CLEAN
TXN_004147,ACC_0416,ACC_0358,34481.36,2025-01-04 20:01:29.000000,0,CLEAN
TXN_001576,ACC_0131,ACC_0177,91459.98,2025-01-04 20:26:21.000000,0,CLEAN
TXN_002917,ACC_0248,ACC_0401,49597.9,2025-01-04 20:46:53.000000,0,CLEAN
TXN_005583,ACC_0309,ACC_0276,44397.46,2025-01-04 20:50:00.000000,0,CLEAN
TXN_005598,ACC_0018,ACC_0433,51511.71,2025-01-04 21:20:20.000000,0,CLEAN
TXN_005800,ACC_0320,ACC_0495,26045.5,2025-01-04 21:42:25.000000,0,CLEAN
TXN_000855,ACC_0459,ACC_0190,745.04,2025-01-04 22:17:31.000000,0,CLEAN
TXN_003110,ACC_0204,ACC_0045,38217.21,2025-01-04 23:35:34.000000,0,CLEAN
TXN_005029,ACC_0372,ACC_0327,30791.43,2025-01-05 00:35:46.000000,0,CLEAN
TXN_010100,ACC_0292,ACC_0376,1605746.13,2025-01-05 00:48:49.000000,1,SHELL_LAYERING
TXN_004449,ACC_0331,ACC_0144,69685.95,2025-01-05 02:05:15.000000,0,CLEAN
TXN_005584,ACC_0486,ACC_0369,31487.08,2025-01-05 02:24:56.000000,0,CLEAN
TXN_003857,ACC_0006,ACC_0120,22334.72,2025-01-05 02:51:41.000000,0,CLEAN
TXN_005266,ACC_0497,ACC_0116,92934.67,2025-01-05 03:55:58.000000,0,CLEAN
TXN_002578,ACC_0377,ACC_0330,51587.6,2025-01-05 04:06:53.000000,0,CLEAN
TXN_004093,ACC_0434,ACC_0081,1397.78,2025-01-05 04:30:14.000000,0,CLEAN
TXN_005141,ACC_0074,ACC_0326,15688.46,2025-01-05 04:55:58.000000,0,CLEAN
TXN_000721,ACC_0165,ACC_0030,57799.25,2025-01-05 06:07:17.000000,0,CLEAN
TXN_002855,ACC_0240,ACC_0302,28326.5,2025-01-05 07:37:45.000000,0,CLEAN
TXN_002631,ACC_0142,ACC_0100,34325.51,2025-01-05 09:05:03.000000,0,CLEAN
TXN_000354,ACC_0363,ACC_0058,305821.35,2025-01-05 09:15:15.000000,0,CLEAN
TXN_000098,ACC_0001,ACC_0388,18649.23,2025-01-05 09:57:15.000000,0,CLEAN
TXN_001865,ACC_0230,ACC_0242,362431.79,2025-01-05 10:00:50.000000,0,CLEAN
TXN_004682,ACC_0108,ACC_0445,26877.4,2025-01-05 10:55:15.000000,0,CLEAN
TXN_003003,ACC_0010,ACC_0486,39214.3,2025-01-05 11:02:54.000000,0,CLEAN
TXN_010980,ACC_0129,ACC_0440,4536059.47,2025-01-05 11:13:21.000000,1,SHELL_LAYERING
TXN_006274,ACC_0382,ACC_0478,7007.16,2025-01-05 11:49:56.000000,0,CLEAN
TXN_003717,ACC_0166,ACC_0301,17629.89,2025-01-05 12:18:19.000000,0,CLEAN
TXN_003407,ACC_0441,ACC_0479,4401.84,2025-01-05 12:24:52.000000,0,CLEAN
TXN_005620,ACC_0262,ACC_0381,30585.81,2025-01-05 13:12:02.000000,0,CLEAN
TXN_010981,ACC_0440,ACC_0285,4217197.42,2025-01-05 15:43:11.954903,1,SHELL_LAYERING
TXN_020055,ACC_0401,ACC_0418,195620.53,2025-01-05 18:05:03.000000,1,THRESHOLD_SPLIT
TXN_020056,ACC_0401,ACC_0418,198030.86,2025-01-05 18:50:03.000000,1,THRESHOLD_SPLIT
TXN_020057,ACC_0401,ACC_0418,199168.02,2025-01-05 19:01:03.000000,1,THRESHOLD_SPLIT
TXN_003388,ACC_0084,ACC_0363,45006.99,2025-01-05 19:35:43.000000,0,CLEAN
TXN_010102,ACC_0285,ACC_0292,1628232.3,2025-01-05 20:53:02.714409,1,SHELL_LAYERING
TXN_005740,ACC_0178,ACC_0091,26244.59,2025-01-05 21:53:08.000000,0,CLEAN
TXN_002390,ACC_0018,ACC_0099,44886.2,2025-01-05 22:12:27.000000,0,CLEAN
TXN_006545,ACC_0342,ACC_0465,15793.22,2025-01-05 23:29:37.000000,0,CLEAN
TXN_005503,ACC_0426,ACC_0421,15962.64,2025-01-06 00:07:51.000000,0,CLEAN
TXN_006110,ACC_0267,ACC_0147,100973.67,2025-01-06 00:53:29.000000,0,CLEAN
TXN_003088,ACC_0454,ACC_0168,233135.71,2025-01-06 00:59:32.000000,0,CLEAN
TXN_005330,ACC_0390,ACC_0178,25471.79,2025-01-06 01:07:55.000000,0,CLEAN
TXN_000689,ACC_0138,ACC_0092,8497.13,2025-01-06 01:27:44.000000,0,CLEAN
TXN_001936,ACC_0118,ACC_0352,29815.72,2025-01-06 01:33:45.000000,0,CLEAN
TXN_005267,ACC_0476,ACC_0028,32213.38,2025-01-06 02:49:03.000000,0,CLEAN
TXN_010982,ACC_0285,ACC_0155,4337880.44,2025-01-06 03:41:56.673649,1,SHELL_LAYERING
TXN_010101,ACC_0376,ACC_0285,1538917.06,2025-01-06 03:57:38.741240,1,SHELL_LAYERING
TXN_003784,ACC_0022,ACC_0237,11286.48,2025-01-06 04:30:51.000000,0,CLEAN
TXN_002804,ACC_0255,ACC_0348,189327.22,2025-01-06 04:39:31.000000,0,CLEAN
TXN_000515,ACC_0481,ACC_0353,48867.42,2025-01-06 05:00:38.000000,0,CLEAN
TXN_003732,ACC_0308,ACC_0250,14526.26,2025-01-06 05:04:35.000000,0,CLEAN
TXN_005896,ACC_0496,ACC_0300,43271.32,2025-01-06 05:20:44.000000,0,CLEAN
TXN_020325,ACC_0337,ACC_0221,198038.16,2025-01-06 07:21:29.000000,1,THRESHOLD_SPLIT
TXN_005335,ACC_0110,ACC_0388,19340.53,2025-01-06 07:26:15.000000,0,CLEAN
TXN_001500,ACC_0300,ACC_0442,13190.24,2025-01-06 07:27:48.000000,0,CLEAN
TXN_020326,ACC_0337,ACC_0221,196180.66,2025-01-06 07:31:29.000000,1,THRESHOLD_SPLIT
TXN_000890,ACC_0046,ACC_0146,72399.76,2025-01-06 07:55:42.000000,0,CLEAN
TXN_020328,ACC_0337,ACC_0221,199448.96,2025-01-06 08:21:29.000000,1,THRESHOLD_SPLIT
TXN_020327,ACC_0337,ACC_0221,197573.13,2025-01-06 08:39:29.000000,1,THRESHOLD_SPLIT
TXN_006549,ACC_0211,ACC_0411,6440.58,2025-01-06 12:14:06.000000,0,CLEAN
TXN_002674,ACC_0330,ACC_0125,8076.18,2025-01-06 12:33:07.000000,0,CLEAN
TXN_006378,ACC_0013,ACC_0170,23127.12,2025-01-06 12:48:18.000000,0,CLEAN
TXN_005861,ACC_0205,ACC_0304,196254.01,2025-01-06 13:04:36.000000,0,CLEAN
TXN_004965,ACC_0095,ACC_0137,35176.48,2025-01-06 13:13:17.000000,0,CLEAN
TXN_003026,ACC_0405,ACC_0074,26986.54,2025-01-06 14:05:32.000000,0,CLEAN
TXN_020190,ACC_0211,ACC_0074,197716.84,2025-01-06 14:17:57.000000,1,THRESHOLD_SPLIT
TXN_020192,ACC_0211,ACC_0074,198994.32,2025-01-06 14:31:57.000000,1,THRESHOLD_SPLIT
TXN_020191,ACC_0211,ACC_0074,196126.92,2025-01-06 14:35:57.000000,1,THRESHOLD_SPLIT
TXN_003430,ACC_0033,ACC_0248,99438.71,2025-01-06 14:42:49.000000,0,CLEAN
TXN_020193,ACC_0211,ACC_0074,198001.48,2025-01-06 14:50:57.000000,1,THRESHOLD_SPLIT
TXN_000874,ACC_0450,ACC_0291,329969.5,2025-01-06 14:54:29.000000,0,CLEAN
TXN_004036,ACC_0222,ACC_0367,50263.01,2025-01-06 16:11:00.000000,0,CLEAN
TXN_001900,ACC_0455,ACC_0417,12300.48,2025-01-06 17:19:15.000000,0,CLEAN
TXN_004834,ACC_0460,ACC_0111,11411.64,2025-01-06 17:28:07.000000,0,CLEAN
TXN_003981,ACC_0032,ACC_0176,55754.03,2025-01-06 18:15:23.000000,0,CLEAN
TXN_003613,ACC_0184,ACC_0022,3656.67,2025-01-06 18:20:41.000000,0,CLEAN
TXN_003276,ACC_0185,ACC_0484,2329.21,2025-01-06 18:42:19.000000,0,CLEAN
TXN_004864,ACC_0180,ACC_0204,27299.91,2025-01-06 19:31:49.000000,0,CLEAN
TXN_005244,ACC_0134,ACC_0335,2556.58,2025-01-06 19:42:27.000000,0,CLEAN
TXN_000404,ACC_0042,ACC_0290,48370.65,2025-01-06 23:49:16.000000,0,CLEAN
TXN_005032,ACC_0182,ACC_0255,261257.67,2025-01-07 00:01:34.000000,0,CLEAN
TXN_010524,ACC_0267,ACC_0259,1657182.53,2025-01-07 00:27:02.709901,1,SHELL_LAYERING
TXN_002087,ACC_0143,ACC_0431,26783.17,2025-01-07 01:16:38.000000,0,CLEAN
TXN_001743,ACC_0091,ACC_0448,3476.0,2025-01-07 01:44:46.000000,0,CLEAN
TXN_004677,ACC_0163,ACC_0291,2254.02,2025-01-07 01:58:36.000000,0,CLEAN
TXN_004306,ACC_0169,ACC_0462,11985.55,2025-01-07 03:17:49.000000,0,CLEAN
TXN_002094,ACC_0161,ACC_0364,129656.81,2025-01-07 03:23:53.000000,0,CLEAN
TXN_001671,ACC_0356,ACC_0406,32405.18,2025-01-07 03:54:20.000000,0,CLEAN
TXN_004026,ACC_0366,ACC_0258,4528.73,2025-01-07 03:56:45.000000,0,CLEAN
TXN_001745,ACC_0098,ACC_0050,42469.18,2025-01-07 04:16:43.000000,0,CLEAN
TXN_003234,ACC_0457,ACC_0257,119343.78,2025-01-07 04:59:27.000000,0,CLEAN
TXN_002489,ACC_0171,ACC_0065,1352567.25,2025-01-07 05:34:17.000000,0,CLEAN
TXN_004562,ACC_0451,ACC_0328,21963.43,2025-01-07 05:41:09.000000,0,CLEAN
TXN_005073,ACC_0148,ACC_0112,20706.41,2025-01-07 05:46:04.000000,0,CLEAN
TXN_003718,ACC_0290,ACC_0403,59082.37,2025-01-07 06:06:17.000000,0,CLEAN
TXN_001174,ACC_0385,ACC_0277,409652.1,2025-01-07 06:33:31.000000,0,CLEAN
TXN_006076,ACC_0003,ACC_0384,14577.86,2025-01-07 06:38:02.000000,0,CLEAN
TXN_004767,ACC_0465,ACC_0212,15964.81,2025-01-07 08:16:29.000000,0,CLEAN
TXN_002533,ACC_0170,ACC_0272,8321.18,2025-01-07 08:27:32.000000,0,CLEAN
TXN_006148,ACC_0186,ACC_0341,190869.9,2025-01-07 09:02:52.000000,0,CLEAN
TXN_000234,ACC_0288,ACC_0337,170030.56,2025-01-07 09:20:00.000000,0,CLEAN
TXN_000877,ACC_0029,ACC_0128,172794.28,2025-01-07 10:07:20.000000,0,CLEAN
TXN_002285,ACC_0270,ACC_0442,21420.81,2025-01-07 10:12:46.000000,0,CLEAN
TXN_001470,ACC_0146,ACC_0099,88462.59,2025-01-07 12:37:51.000000,0,CLEAN
TXN_002326,ACC_0128,ACC_0098,235705.3,2025-01-07 14:38:46.000000,0,CLEAN
TXN_006379,ACC_0455,ACC_0240,3162.23,2025-01-07 15:29:22.000000,0,CLEAN
TXN_004077,ACC_0423,ACC_0359,557275.97,2025-01-07 16:03:14.000000,0,CLEAN
TXN_003934,ACC_0124,ACC_0245,15841.13,2025-01-07 16:49:00.000000,0,CLEAN
TXN_000674,ACC_0452,ACC_0076,11720.01,2025-01-07 17:28:41.000000,0,CLEAN
TXN_001789,ACC_0000,ACC_0372,306678.36,2025-01-07 17:32:26.000000,0,CLEAN
TXN_002605,ACC_0287,ACC_0363,62450.28,2025-01-07 17:39:46.000000,0,CLEAN
TXN_004163,ACC_0435,ACC_0385,17908.42,2025-01-07 19:08:11.000000,0,CLEAN
TXN_000930,ACC_0198,ACC_0378,57590.34,2025-01-07 20:35:54.000000,0,CLEAN
TXN_002073,ACC_0242,ACC_0409,33681.13,2025-01-07 21:42:48.000000,0,CLEAN
TXN_006108,ACC_0140,ACC_0305,11150.49,2025-01-07 22:34:55.000000,0,CLEAN
TXN_010940,ACC_0259,ACC_0366,2186934.11,2025-01-07 23:41:37.000000,1,SHELL_LAYERING
TXN_020175,ACC_0300,ACC_0071,198876.7,2025-01-07 23:47:53.000000,1,THRESHOLD_SPLIT
TXN_020176,ACC_0300,ACC_0071,197491.82,2025-01-08 00:14:53.000000,1,THRESHOLD_SPLIT
TXN_003657,ACC_0298,ACC_0333,17745.44,2025-01-08 02:35:21.000000,0,CLEAN
TXN_005821,ACC_0425,ACC_0087,35899.06,2025-01-08 03:10:45.000000,0,CLEAN
TXN_002405,ACC_0473,ACC_0036,111956.84,2025-01-08 03:51:44.000000,0,CLEAN
TXN_003303,ACC_0154,ACC_0043,46128.85,2025-01-08 04:17:36.000000,0,CLEAN
TXN_005363,ACC_0004,ACC_0239,2462.96,2025-01-08 04:27:00.000000,0,CLEAN
TXN_003196,ACC_0283,ACC_0148,15403.98,2025-01-08 04:30:45.000000,0,CLEAN
TXN_000011,ACC_0435,ACC_0480,33679.44,2025-01-08 05:49:20.000000,0,CLEAN
TXN_001812,ACC_0328,ACC_0153,51282.57,2025-01-08 06:09:51.000000,0,CLEAN
